Numer_zgloszenia;Numer_prawa_wylacznego;Data_pierwszenstwa;Data_zgloszenia;Numer_BUP;Data_Publikacji_BUP;Numer_WUP;Data_Publikacji_WUP;Tytul;Uprawnieni;Tworcy;Pelnomocnicy;Klasyfikacja_MKP;Status_sprawy;
277180;159620;;1989-01-13;15/1990;1990-07-23;12/1992;1992-12-31;Sposób oczyszczania bisfenolu A;INSTYTUT CIĘŻKIEJ SYNTEZY ORGANICZNEJ "BLACHOWNIA" ZAKŁADY CHEMICZNE "BLACHOWNIA";KIEDIK MACIEJ HAŁASA EUGENIUSZ OLKOWSKA JANINA MAZUR ADAM MAJCHRZAK MARIA BEK TEODOR ZAJĄC EUGENIUSZ KOŁT JÓZEF KOREK ANTONI;;C07C37/84 C07C39/16;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277181;157862;;1989-01-13;15/1990;1990-07-23;07/1992;1992-07-31;Kolektor, zwłaszcza do wymiennika ciepła;INSTYTUT CHEMII PRZEMYSŁOWEJ;PASZKOWSKI ROMAN;;B01J4/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277182;;;1989-01-13;15/1990;1990-07-23;;;Układ przełącznika świateł zewnętrznych pojazdów mechanicznych;KOŁUBIEC KRZYSZTOF RADOMSKI JACEK;KOŁUBIEC KRZYSZTOF RADOMSKI JACEK;Krzysztof Kołubiec;B60Q;Decyzja o umorzeniu postępowania;
277183;;1988-01-15;1989-01-13;18/1989;1989-09-04;;;Element ścienny i ściana z elementów ściennych;KESSLER & LUCH-PRODUKTE GmbH;KOHNEN FRANZ;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;;Decyzja o umorzeniu postępowania;
277184;;1988-01-13;1989-01-13;07/1990;1990-04-02;;;Środek owadobójczy;THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS;JUVIK JOHN A. REBEIZ CAROLE C. REBEIZ CONSTANTIN A.;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;A01N;Decyzja o umorzeniu postępowania;
277187;153687;;1989-01-12;21/1989;1989-10-16;05/1991;1991-05-31;Przetwornik wartości skutecznej przebiegu zmiennego na sygnał stałoprądowy;WYŻSZA SZKOŁA MORSKA;MINDYKOWSKI JANUSZ;Radoman Zofia;G01R23/06 G01R19/22;Prawo wyłączne wygasło po okresie, na jaki zostało udzielone;
277188;156319;;1989-01-12;22/1989;1989-10-30;02/1992;1992-02-28;Mieszarka zbiornikowa do pasz mięsno-kostnych;INSTYTUT BUDOWNICTWA MECHANIZACJI I ELEKTRYFIKACJI ROLNICTWA;GEDYMIN MICHAŁ FĄFARA AUGUSTYN MYCZKO ANDRZEJ KLIMKIEWICZ GUSTAW;;B01F7/08;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277189;;;1989-01-12;20/1990;1990-10-01;;;Sposób zabezpiecznia antykorozyjnego, uszczelniania i renowacji naziemnych zbiorników paliwowych;POLITECHNIKA LUBELSKA;ROMANOWSKI STANISŁAW;;C09D C23F;Decyzja o odmowie udzielenia prawa wyłącznego;
277190;159315;;1989-01-12;15/1990;1990-07-23;12/1992;1992-12-31;Urządzenie załadowcze urobku kopalnianego;KOPALNIE SKALNYCH SUROWCÓW DROGOWYCH ZAKŁAD PROJEKTOWO-BADAWCZY "BIPROSKAL";GUSIEW WIKTOR WOJNAROWSKI JACEK CHOJNACKI TADEUSZ KOZŁOWSKI JÓZEF WIEWIÓRKO KAZIMIERZ;Pałkiewicz Wiesław;B65G47/44;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277191;160545;;1989-01-12;15/1989;1989-07-24;05/1993;1993-05-31;Układ sterowania urządzeniem do ochrony katodowej lub anodowej przed korozją obiektów metalowych stykających się z elektrolitami;ŻMIDZIŃSKI FRANCISZEK;ŻMIDZIŃSKI FRANCISZEK KACZMAREK RYSZARD;;C23F13/00 G05F1/46 G01N17/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277192;152511;;1989-01-12;21/1989;1989-10-16;01/1991;1991-01-31;Sposób otrzymywania preparatu do pielęgnacji i upiększania włosów;INSTYTUT BARWNIKÓW I PRODUKTÓW ORGANICZNYCH;ZIMNICKI JAN ZAREMBA ZDZISŁAW KULAWINEK JAN SZLUBOWSKA WIKTORIA;;A61K7/13;Prawo wyłączne wygasło po okresie, na jaki zostało udzielone;
277193;158312;;1989-01-12;15/1990;1990-07-23;08/1992;1992-08-31;Urządzenie do odskorupiania kryla;MORSKI INSTYTUT RYBACKI;DOWGIAŁŁO ANDRZEJ KOSMOWSKI MARIUSZ BRZESKI MACIEJ;Golly Maria;A22C29/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277194;159061;;1989-01-13;15/1990;1990-07-23;11/1992;1992-11-30;Sposób wytwarzania mocznika;INSTYTUT NAWOZÓW SZTUCZNYCH;MARCINIAK JAN SWINARSKI RAFAŁ KOZAK ROMUALD WÓJCIK ZDZISŁAW;;C07C273/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277195;162179;;1989-01-13;15/1990;1990-07-23;09/1993;1993-09-30;Dymotwórcza mieszanina pirotechniczna;WOJSKOWY INSTYTUT TECHNICZNY UZBROJENIA;PROKOPOWICZ EDMUND SZYMANOWSKI JAN MILEWSKI EUGENIUSZ SIERADZ MICHAŁ;;C06D3/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277196;;;1989-01-13;15/1990;1990-07-23;;;Układ do wyłączania z pracy grupy cylindrów w wielocylindrowym tłokowym silniku spalinowym;POLITECHNIKA ŚLĄSKA;PRUGAR ERYK;Ośrodek d/s Wynalazczości i Ochrony Patentowej Politechniki Śląskiej;F02D F02B;Decyzja o umorzeniu postępowania;
277197;159570;;1989-01-13;15/1990;1990-07-23;12/1992;1992-12-31;Sposób wytwarzania emalii elektroizolacyjnych stosowanych jako powłoki ochronne rezystorów warstwowych stałych na bazie dianowych żywic epoksydowych;POLITECHNIKA ŚLĄSKA IM. W. PSTROWSKIEGO;SPECJAŁ ZYGMUNT SZEJA WIESŁAW GAJEWSKI MARIAN HEINZE ALOJZY KUCHARCZYK LESŁAW KOSZOREK ANDRZEJ BIEG TADEUSZ KAWALEC BOGUSŁAW PALUCH FELIKSA PRUSZOWSKI ZBIGNIEW;Ziółkowska Urszula;C09D5/25 C08G59/42;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277198;159316;;1989-01-13;15/1990;1990-07-23;12/1992;1992-12-31;Rama nośna;GLIWICKIE PRZEDSIĘBIORSTWO BUDOWNICTWA PRZEMYSŁOWEGO POLITECHNIKA ŚLĄSKA IM. W. PSTROWSKIEGO PRZEDSIĘBIORSTWO REALIZACJI OBIEKTÓW WIEŻOWYCH "PROWBUD" BIURO PROJEKTÓW "MIASTOPROJEKT";PUCHAŁA ZYGMUNT STAROSOLSKI WŁODZIMIERZ KOZIEŁ KAROL DZIERŻEWICZ ZBIGNIEW MYCA WALTER KUREK HENRYK;Ziółkowska Urszula;E04G21/14 E04B1/35;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277199;156666;;1989-01-13;15/1990;1990-07-23;04/1992;1992-04-30;Urządzenie do winylowania niższych alkoholi alifatycznych acetylenem;BIURO PROJEKTÓW I REALIZACJI INWESTYCJI "PROSYNCHEM" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ ZAKŁADY AZOTOWE IM. P. FINDERA;PADOWICZ JERZY LISECKI JERZY BABIŃSKI HENRYK AMBROŻY ANDRZEJ TOMASZEWSKA JULIA CZAJA ROMAN BYRKA TADEUSZ;;C07C43/16 C07C41/08;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277200;;;1989-01-13;15/1990;1990-07-23;;;Układ detekcji tonów Korotkowa do ciśnieniomierza tętniczego;PRZEDSIĘBIORSTWO PRODUKCJI RÓŻNEJ HANDLU I USŁUG "DEMOL" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W POZNANIU ODDZIAŁ W BIAŁYMSTOKU;NIEPSUJ BRONISŁAW NARUNIEC JERZY GRYNCEWICZ ANDRZEJ;Niepsuj Bronisław;A61B;Decyzja o umorzeniu postępowania;
277201;;;1989-01-13;21/1989;1989-10-16;;;Sposób regeneracji filtrów studni głębinowych;KOROWACKI ZBIGNIEW;KOROWACKI ZBIGNIEW;;;Decyzja o umorzeniu postępowania;
277202;;;1989-01-13;23/1990;1990-11-12;;;Zawór zamykający;SZEWCZYK STANISŁAW;SZEWCZYK STANISŁAW;;F16K;Decyzja o umorzeniu postępowania;
277205;158827;;1989-01-14;15/1990;1990-07-23;10/1992;1992-10-30;Urządzenie do wstępnego rozdrabniania odpadów tworzyw sztucznych;TRYBUŁA ZBIGNIEW;TRYBUŁA ZBIGNIEW;;B02C18/44;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277206;;;1989-01-16;17/1989;1989-08-21;;;Sposób sporządzania znaków graficznych;CZARNECKI RYSZARD;CZARNECKI RYSZARD;;;Decyzja o umorzeniu postępowania;
277207;159062;;1989-01-16;15/1990;1990-07-23;11/1992;1992-11-30;Sposób wytwarzania epoksydowego, dwuskładnikowego lakieru do drewna;DONIEC ANDRZEJ WIŚNIEWSKI LESZEK;DONIEC ANDRZEJ WIŚNIEWSKI LESZEK;;C08G59/50;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277208;;;1989-01-16;01/1990;1990-01-08;;;Układ domofonu;TEISSEYRE ANNA;SOKÓLSKI MACIEJ TEISSEYRE ANNA;;H04M E05B;Decyzja o umorzeniu postępowania;
277209;;;1989-01-16;15/1990;1990-07-23;;;Świetlik dachowy;ZRZESZENIE PRZEMYSŁU CIĄGNIKOWEGO "URSUS";LIPIŃSKI CZESŁAW MODZELEWSKI MIECZYSŁAW PAROL JAN;Zakład Doświadczalny Ciągników Rolniczych;E04D;Decyzja o umorzeniu postępowania;
277210;;;1989-01-16;15/1990;1990-07-23;;;Sposób i układ do realizacji transmisji danych w sieci telefonicznej;OŚRODEK BADAWCZO-ROZWOJOWY TELEKOMUNIKACJI;CHOJNACKI BOGDAN DENKIS WOJCIECH KUJAWA RYSZARD PACZOCHA JERZY;;H04M;Decyzja o umorzeniu postępowania;
277211;158491;;1989-01-16;15/1990;1990-07-23;09/1992;1992-09-30;Sposób określania rzeczywistego czasu zaistnienia stanu urządzenia oraz układ do określania rzeczywistego czasu zaistnienia stanu urządzenia;WOJSKOWE CENTRALNE BIURO KONSTRUKCYJNO-TECHNOLOGICZNE;ROSIAK TADEUSZ;;H04L12/26 H04M3/22;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277212;161620;1988-01-16;1989-01-16;16/1989;1989-08-07;07/1993;1993-07-30;Zespół wagonów kolejowych z ciągłym, nisko położonym dnem;Waggonfabrik Talbot;;PRZEDSIĘBIORSTWO RZECZNIKÓW PATENTOWYCH PATPOL SP. Z O.O. ul. Nowoursynowska 162 J 02-776 Warszawa;B61D3/18;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277213;;;1989-01-16;15/1990;1990-07-23;;;Urządzenie światłowodowe do leczenia światłem;RADIOTECHNICESKIJ INSTITUT IMIENI A.L.MINCA AKADEMII NAUK SSSR;LOZENKO ALEKSANDR SERGEEVIC RECICKIJ VLADIMIR ILIC SENDALEV VIKTOR NIKOLAEVIC;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;G02B;Decyzja o umorzeniu postępowania;
277214;;;1989-01-16;15/1990;1990-07-23;;;Sposób nanoszenia powłok z materiałów proszkowych na powierzchni;Institut Problem Nadechnosti i Dolgorechnosti Mashin Akademii Nauk Belorusskoi SSSR;;;X99X99/00;Decyzja o umorzeniu postępowania;
277215;159571;;1989-01-16;14/1990;1990-07-09;12/1992;1992-12-31;Maszyna jezdna do budowy torów kolejowych;FRANZ PLASSER BAHNBAUMASCHINEN-INDUSTRIEGESELLSCHAFT m.b.H.;;Bogacki Grzegorz;E01B29/05 E01B27/17;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277216;159317;;1989-01-16;17/1989;1989-08-21;12/1992;1992-12-31;Maszyna jezdna do elektrycznego zgrzewania oporowego doczołowego obu końców szyn;FRANZ PLASSER BAHNBAUMASCHINEN-INDUSTRIEGESELLSCHAFT m.b.H.;;Bogacki Grzegorz;E01B11/44 B23K11/10;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277217;159776;;1989-01-16;17/1989;1989-08-21;01/1993;1993-01-29;Urządzenie do przesuwania szyn układanego toru kolejowego;FRANZ PLASSER BAHNBAUMASCHINEN-INDUSTRIEGESELLSCHAFT m.b.H;;Bogacki Grzegorz;E01B33/08 E01B31/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277218;159777;;1989-01-13;15/1990;1990-07-23;01/1993;1993-01-29;Regulator temperatury bezpośredniego działania;PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWE "TERMEN" SPÓŁKA AKCYJNA;CETERA WŁODZIMIERZ KORDYSZ TADEUSZ;;G05D23/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277220;156667;;1989-01-17;15/1990;1990-07-23;04/1992;1992-04-30;Sposób utylizacji odpadów lakierowych;INSTYTUT OCHRONY ŚRODOWISKA;MNISZEK WOJCIECH SOŁTYSIAK GRAŻYNA DUDA HENRYK;;C08J11/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277221;;;1989-01-17;22/1989;1989-10-30;;;Palnik do spalania oleju opałowego;NOWOSĄDECKIE PRZEDSIĘBIORSTWO CERAMIKI BUDOWLANEJ;CZERWIŃSKI JANUSZ SKIBIAK ZDZISŁAW;;;Decyzja o odmowie udzielenia prawa wyłącznego;
277222;;;1989-07-13;22/1989;1989-10-30;;;Układ do kontroli stanu napełniania zbiornika;ZAKŁADY PŁYT WIÓROWYCH;SROKA LESZEK BRUDNY ADAM;;X99X99/00;Decyzja o umorzeniu postępowania;
277223;158828;;1989-01-16;15/1990;1990-07-23;10/1992;1992-10-30;Siewnik do punktowego siewu nasion;AKADEMIA ROLNICZO-TECHNICZNA;MIESZKALSKI LESZEK;;A01C7/04;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277224;;;1989-01-16;15/1990;1990-07-23;;;Sposób napełniania ziarnem zbiorników magazynowych;INSTYTUT AGROFIZYKI PAN;HORABIK JÓZEF MOLENDA MAREK;;B65G;Decyzja o umorzeniu postępowania;
277225;;;1989-01-16;15/1990;1990-07-23;;;Rozpylacz leków proszkowych;ZAKŁAD DOŚWIADCZALNY TECHNIKI MEDYCZNEJ;CZUMA BENEDYKT ZIELIŃSKI KRZYSZTOF;;A61J;Decyzja o umorzeniu postępowania;
277226;;;1989-01-16;22/1989;1989-10-30;;;Sposób otrzymywania litowców, zwłaszcza z wód kopalnianych;ZGORZELSKI ZYGMUNT;ZGORZELSKI ZYGMUNT MASIBRODZKI GRZEGORZ;;;Decyzja o umorzeniu postępowania;
277227;;;1989-01-16;16/1989;1989-08-07;;;Komora spalania z gniazdem ósemkowym w tłoku;PIETYRA JACEK;PIETYRA JACEK;;;Decyzja o umorzeniu postępowania;
277228;;;1989-01-16;16/1989;1989-08-07;;;Komora spalania z gniazdem ósemkowym w głowicy;PIETYRA JACEK;PIETYRA JACEK;;;Decyzja o umorzeniu postępowania;
277229;158829;;1989-01-16;15/1990;1990-07-23;10/1992;1992-10-30;Pompa wirowo-strumieniowa;POLITECHNIKA WROCŁAWSKA;GAJEWSKI WŁODZIMIERZ;Rozmus Bogusław;F04F5/02 F04D9/06;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277230;157863;;1989-01-16;15/1990;1990-07-23;07/1992;1992-07-31;Sposób wytwarzania superfosfatu granulowanego oraz urządzenie do wytwarzania superfosfatu granulowanego;KOPALNIE I ZAKŁADY PRZETWÓRCZE SIARKI "SIARKOPOL";PLEBANKIEWICZ MARIAN CZEREPAK STANISŁAW SEMENIUK WŁADYSŁAW PINDUR ADAM FOLTYN TADEUSZ ZIELIŃSKI JERZY KNOLL ANDRZEJ CIECIERSKI EDWARD KASZUB LECH;;C05B19/02 B07B4/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277231;159063;;1989-01-16;15/1990;1990-07-23;11/1992;1992-11-30;Sposób i urządzenie do suszenia wycierki ziemniaczanej;OŚRODEK BADAWCZO-ROZWOJOWY SUSZARNICTWA PŁODÓW ROLNYCH "SUPROL" FABRYKA MASZYN ROLNICZYCH "AGROMET-ROFAMA";KIERINKIEWICZ TADEUSZ KORONKIEWICZ JAN KAŹMIERCZAK HIERONIM MICHALAK JERZY BINEK MACIEJ OSTASZEWSKI ZDZISŁAW ZAWORSKI BRONISŁAW OLSZAK JERZY MELKOWSKI ZYGFRYD;;F26B3/12;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277232;158830;;1989-01-16;15/1990;1990-07-23;10/1992;1992-10-30;Układ zabezpieczenia napędu elektrycznego wentylatora lutniowego elektro-pneumatycznego przed pracą generatorową;RYBNICKA SPÓŁKA WĘGLOWA SPÓŁKA AKCYJNA KOPALNIA WĘGLA KAMIENNEGO "1 MAJA";CZERNICKI MACIEJ MENCEL ZDZISŁAW SZCZUREK PAWEŁ KRZEMPEK ALOJZY TOMCZAK WŁADYSŁAW;;E21F9/00 H02K11/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277233;;;1989-01-16;22/1989;1989-10-30;;;Sposób przygotowania i laminowania dwoin ze skór naturalnych, skór naturalnych i skór wtórnych;CENTRALNE LABORATORIUM PRZEMUSŁU OBUWNICZEGO;POZNAŃSKI JAN PAROCKI ZDZISŁAW GĄSIORSKI KAZIMIERZ P. BRZOZOWSKI JAN JACKOWSKA MARIANNA ŚLUSARCZYK ADAM PASIŃSKI ZYGMUNT SITKO FRANCISZEK FILIPOWICZ WITOLD;;;Decyzja o umorzeniu postępowania;
277234;158492;;1989-01-16;13/1990;1990-06-25;09/1992;1992-09-30;Sposób i układ do biologicznego oczyszczania ścieków zwłaszcza ścieków cukrowniczych;CUKROWNIE TORUŃSKIE;HELIŃSKI RYSZARD MURAWSKI STANISŁAW MOSIEWICZ BRONISŁAW NOWAK BERNARD MARCINIAK KRYSTIAN;;C02F3/30 C02F3/28;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277235;159064;;1989-01-18;15/1990;1990-07-23;11/1992;1992-11-30;Sposób wykonania obróbek dekarskich dachów i tarasów;INSTYTUT TECHNIKI BUDOWLANEJ;MAJEWSKI SŁAWOMIR FRANCKE BARBARA HAN ZDZISŁAW GUDAJ ANTONI;Przedcieczeński Henryk;E04D13/14 E04B1/68;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277236;163458;;1989-01-17;15/1990;1990-07-23;03/1994;1994-03-31;Sposób otrzymywania węgla aktywnego w złożu fluidalnym;INSTYTUT CHEMICZNEJ PRZERÓBKI WĘGLA;LIBERACKI JANUSZ KUŚNIERZ STANISŁAW;;C01B31/10;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277237;;;1989-01-17;22/1989;1989-10-30;;;Urządzenie do pomiaru chropowatości poszycia kadłuba statku;PRZEDSIĘBIORSTWO USŁUG TECHNICZNO-BADAWCZYCH "TECHNIKOR" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;WASILEWSKI JANUSZ ŚLIWICKI ANDRZEJ JAWORSKI ZBIGNIEW GODLEWSKI ANDRZEJ;;;;
277238;;;1989-01-18;15/1990;1990-07-23;;;Sposób sterowania rezonansową ręką mechaniczną;INSITUT MASINOVEDENIJA IMIENI A.A.BLAGONRAVOVA AKADEMII NAUK SSSR;AKINFIEV TEODOR SAMUILOVIC;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;B25J G05D;Decyzja o umorzeniu postępowania;
277239;;1988-01-20;1989-01-18;17/1989;1989-08-21;;;Sposób wytwarzania 3-[pirydylo-3]-1H,3H-pirolo-[1,2-c]tiazolokarbonitrylu-7;Rhone-Poulenc Sante;RAJOHARISON HARIVELO GERARD;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;;Decyzja o umorzeniu postępowania;
277240;160453;;1989-01-18;17/1989;1989-08-21;05/1993;1993-05-31;Kompozycja elastoplastyczna;Advanced Elastomer Systems L.P.;;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;C08L51/06 C08L23/16;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277241;;1988-01-19;1989-01-18;24/1989;1989-11-27;;;Środek pobudzający wzrost przeżuwaczy i sposób wytwarzania nowych pochodnych laktonu kwasu rezorcylowego, będących czynną substancją tego środka;PITMAN-MOORE,INC.;HODGE EDWARD B.;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;;Decyzja o umorzeniu postępowania;
277242;;;1989-01-17;15/1990;1990-07-23;;;Mechanizm zwijający zaczepu orczykowego;ŚLĄSKIE PRZEDSIĘBIORSTWO KONSTRUKCJI STALOWYCH I URZĄDZEŃ PRZEMYSŁOWYCH "MOSTOSTAL";PLICHTA KAZIMIERZ LINKE ZBIGNIEW;;B61B;Decyzja o umorzeniu postępowania;
277243;151393;;1989-01-17;22/1989;1989-10-30;08/1990;1990-08-31;Przekładnia obiegowo-wahliwa;DROZD ADAM;DROZD ADAM;;F16H1/40;Decyzja o odmowie udzielenia prawa wyłącznego;
277244;151364;;1989-01-17;22/1989;1989-10-30;08/1990;1990-08-31;Przekładnia bezstopniowa, obiegowo-wahliwa;DROZD ADAM;DROZD ADAM;;F16H15/50;Prawo wyłączne wygasło po okresie, na jaki zostało udzielone;
277245;159318;;1989-01-17;15/1990;1990-07-23;12/1992;1992-12-31;Fotoakustyczna komórka pomiarowa;POLITECHNIKA WROCŁAWSKA;KAMIŃSKI JAN;Żyborska Stanisława;G01N21/17 G01N21/37;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277246;;;1989-01-17;15/1990;1990-07-23;;;Sposób wytwarzania obuwniczych materiałów podpodeszwowo-wyściółkowych;OŚRODEK BADAWCZO-ROZWOJOWY KAUCZUKÓW I TWORZYW WINYLOWYCH;STARZAK MARIAN DAWIDOWICZ BOHDAN SKIBIŃSKI RYSZARD STASIAK ZENOBIUSZ;;D06N;Decyzja o umorzeniu postępowania;
277248;;;1989-01-17;15/1990;1990-07-23;;;Urządzenie do badania opon;PRZEDSIĘBIORSTWO PROJEKTOWANIA I INWESTYCJI PRZEMYSŁU GUMOWEGO "STOMIL" PRACOWNIA PROJEKTOWA;LIPIŃSKI STANISŁAW GOLCZYŃSKI LECH PRZYBYSZ ZDZISŁAW SZAFNICKI TOMASZ;;G01M;Decyzja o umorzeniu postępowania;
277249;157625;;1989-01-17;15/1990;1990-07-23;06/1992;1992-06-30;Sposób wytwarzania korundowych endoprotez;INSTYTUT MATERIAŁÓW OGNIOTRWAŁYCH;CWEN ANTONINA CZECHOWSKI JERZY LORCZYK CZESŁAW;;A61F2/30 A61L27/00 C04B35/10;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277251;;;1989-01-17;15/1990;1990-07-23;;;Zawór zaporowy z pokrywą kabłąkową;KŁODZKA FABRYKA URZĄDZEŃ TECHNICZNYCH;ŻMIJA LEOPOLD GOŁĄBEK FRANCISZEK;;F16K;Decyzja o umorzeniu postępowania;
277252;;;1989-01-17;15/1990;1990-07-23;;;Kąpiel impregnująca do wytwarzania włókienniczych wykładzin podłogowych pojazdów samochodowych;OŚRODEK BADAWCZO-ROZWOJOWY KAUCZUKÓW I TWORZYW WINYLOWYCH;STARZAK MARIAN KRZEMIEŃ WIESŁAWA DAWIDOWICZ BOHDAN SZPYLMA JAN KOŃCZAL HALINA;;D06M;Decyzja o umorzeniu postępowania;
277253;;;1989-01-17;16/1990;1990-08-06;;;Sposób i urządzenie do estymacji demdulaty pasmowego sygnału dyskretnego;NAUKOWO-PRODUKCYJNE CENTRUM PRZETWARZANIA SYGNAŁU PRZEDSIĘBIORSTWO PAŃSTWOWE;GIRYN ANDRZEJ HERMANOWICZ EWA ROJEWSKI MIROSŁAW;WOJEWÓDZKI KLUB TECHNIKI I RACJONALIZACJI ul. Rajska 6  80-850 Gdańsk;H03M;Decyzja o umorzeniu postępowania;
277254;;;1989-01-17;16/1990;1990-08-06;;;Sposób i urządzenie do estymacji demodulaty pasmowego sygnału analogowego;NAUKOWO-PRODUKCYJNE CENTRUM PRZETWARZANIA SYGNAŁU PRZEDSIĘBIORSTWO PAŃSTWOWE;GIRYN ANDRZEJ HERMANOWICZ EWA ROJEWSKI MIROSŁAW;WOJEWÓDZKI KLUB TECHNIKI I RACJONALIZACJI ul. Rajska 6  80-850 Gdańsk;H03M;Decyzja o umorzeniu postępowania;
277255;;;1989-01-19;15/1990;1990-07-23;;;Chwytak szczękowy maszyny manipulacyjnej stosowany zwłaszcza w zautomatyzowanych procesach montażu;OŚRODEK BADAWCZO-ROZWOJOWY PODSTAW TECHNOLOGII I KONSTRUKCJI MASZYN "TEKOMA";LENCZEWSKI JERZY URBAŃSKI MAREK;;B25J B23P;Decyzja o umorzeniu postępowania;
277256;159319;;1989-01-19;15/1990;1990-07-23;12/1992;1992-12-31;Stanowisko do badań odporności na drgania;OŚRODEK BADAWCZO-ROZWOJOWY MASZYN ZIEMNYCH I TRANSPORTOWYCH;KUŁAGA FRANCISZEK MAJCHROWSKI WACŁAW;Rzeczn. pat. A. Trydała;G01M7/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277257;158831;;1989-01-19;15/1990;1990-07-23;10/1992;1992-10-30;Zespół napędowy zaworu zabezpieczającego;JAŁOWSKI FELIKS;JAŁOWSKI FELIKS;;F16K31/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277258;159065;;1989-01-19;15/1990;1990-07-23;11/1992;1992-11-30;Uchwyt do wędki;ORKISZEWSKI ANDRZEJ;ORKISZEWSKI ANDRZEJ;;A01K97/10;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
